sku_or_id,title,brand,category,price,availability,availability_bucket,n_images,desc_len,source_url,image_url
101538928,Creative Racing Car Keychain Gift Car Accessories Easy Install,,Automotive,298,Ships in 14 - 16 work days,Lead time (imported),5,253,https://www.takealot.com/creative-racing-car-keychain-gift-car-accessories-easy-install/PLID101538928,https://media.takealot.com/covers_images/0968310361ff4a9e8cc77d8cc0e5cb00/s-pdpxl.file
95684770,Villa Perfums- White Oud Ladies - 60ml,Villa Perfumes,General Merchandise,195,In stock,In stock (fast),2,513,https://www.takealot.com/villa-perfums-white-oud-ladies-60ml/PLID95684770,https://media.takealot.com/covers_images/e7270a9518554a23b9c72527a673ffec/s-pdpxl.file
91294602,K-Brand - Elbow Galv M/F 50mm,,General Merchandise,167,Ships in 4 - 6 work days,Lead time (imported),1,81,https://www.takealot.com/k-brand-elbow-galv-m-f-50mm/PLID91294602,https://media.takealot.com/covers_images/853c392c3095433ba3689aa65c1f5cd1/s-pdpxl.file
91224014,Kaufmann - Lock Cupboard 50mm Brass 2 Lever - 3 Pack,Kaufmann,Home & Kitchen,242,Ships in 4 - 6 work days,Lead time (imported),1,109,https://www.takealot.com/kaufmann-lock-cupboard-50mm-brass-2-lever-3-pack/PLID91224014,https://media.takealot.com/covers_images/fb09e64bb58a46ef99dbd69fb600152e/s-pdpxl.file
95930543,"3-Pieces Pink Polypropylene Hardshell Trolley Luggage Set , Spinner Wheels",GAILY,Stationery & Office,3500,Ships in 5 - 7 work days,Lead time (imported),5,2436,https://www.takealot.com/3-pieces-pink-polypropylene-hardshell-trolley-luggage-set-spinne/PLID95930543,https://media.takealot.com/covers_images/55d6655059d94bab8125a7d93cf67502/s-pdpxl.file
101398726,Professional Precision Billiard Rack Set - 8-Ball & 9-Ball Wood,,Sport & Outdoor,487,Ships in 14 - 16 work days,Lead time (imported),6,999,https://www.takealot.com/professional-precision-billiard-rack-set-8-ball-9-ball-wood/PLID101398726,https://media.takealot.com/covers_images/6b2ff86c56dc45618f6b72982ff59e8d/s-pdpxl.file
47195255,PORT Tablet & Smartphone Wireless Stylus Blue,Port Designs,Electronics,182,Ships in 4 - 6 work days,Lead time (imported),4,1786,https://www.takealot.com/port-tablet-stylus-blue-universal-touchscreen-pen/PLID47195255,https://media.takealot.com/covers_images/a456940f78214add8bd21e1e9830abab/s-pdpxl.file
91294603,K-Brand - Elbow Galv F/F 50mm,,General Merchandise,157,Ships in 4 - 6 work days,Lead time (imported),1,81,https://www.takealot.com/k-brand-elbow-galv-f-f-50mm/PLID91294603,https://media.takealot.com/covers_images/1da27628abc94c50acb767421c7208ec/s-pdpxl.file
30713621,SmartStraps - 70cm x 120cm Bungee X Cord - Yellow - 1 Per Pack,SmartStraps,General Merchandise,201,Ships in 4 - 6 work days,Lead time (imported),1,362,https://www.takealot.com/smartstraps-70cm-x-120cm-bungee-x-cord-yellow-1-per-pack/PLID30713621,https://media.takealot.com/covers/31999451/53832ff31e158-pdpxl.jpg
93482118,"Samsung Galaxy Tab S9 5G (X716) 11"" 256GB Tablet",Samsung,Electronics,17999,In stock,In stock (fast),5,1513,https://www.takealot.com/samsung-galaxy-tab-s9-5g-x716-11-256gb-tablet/PLID93482118,https://media.takealot.com/covers_images/ec925d30cd15433cb99d16a9f22c1857/s-pdpxl.file
100986128,Magnetic Silicone Slim Phone Case Compatible With Honor Magic 8 Pro,,Electronics,304,,No live offer,25,1015,https://www.takealot.com/magnetic-silicone-slim-phone-case-compatible-with-honor-magic-8-/PLID100986128,https://media.takealot.com/covers_images/ea2da2ef77f84befa9c563a6edfaa3f8/s-pdpxl.file
98510310,"9ct Gold Teddy Bear Stud, Kiddy Stud, School Stud With Silver Butterfly.",,General Merchandise,649,In stock,In stock (fast),5,830,https://www.takealot.com/9ct-gold-teddy-bear-stud-kiddy-stud-school-stud-with-silver-butt/PLID98510310,https://media.takealot.com/covers_images/9438c62eb6c14d708cce01675414beec/s-pdpxl.file
101357512,Desk Retro Calendar Blocks Desk Date Display Desk Decorations,,Home & Kitchen,768,Ships in 14 - 16 work days,Lead time (imported),6,834,https://www.takealot.com/desk-retro-calendar-blocks-desk-date-display-desk-decorations/PLID101357512,https://media.takealot.com/covers_images/c5ffca28ea9e4887882300beab48b6ff/s-pdpxl.file
91129915,Mop With Wooden Handle x 2,,General Merchandise,130,Supplier out of stock,Other,1,107,https://www.takealot.com/mop-with-wooden-handle-x-2/PLID91129915,https://media.takealot.com/covers_images/bca55c649ff74f608f14afde57a94301/s-pdpxl.file
91223862,Nexus - Janus Coupler Dbl Pvc 16A Black Pp - 3 Pack,Nexus,General Merchandise,175,Ships in 4 - 6 work days,Lead time (imported),1,107,https://www.takealot.com/nexus-janus-coupler-dbl-pvc-16a-black-pp-3-pack/PLID91223862,https://media.takealot.com/covers_images/e175eaa989de4a8c8e6a786ef1ba7fb3/s-pdpxl.file
100163721,Compatible with EDUP Mini 600Mbps Dual-Band USB WIFI Adapter,,Electronics,356,Ships in 14 - 16 work days,Lead time (imported),5,2677,https://www.takealot.com/compatible-with-edup-mini-600mbps-dual-band-usb-wifi-adapter/PLID100163721,https://media.takealot.com/covers_images/ec8635ebc26149359ce6493da1a5e6c3/s-pdpxl.file
101826540,Emergency Light Tube with USB Charging for Night Market Stalls,,Electronics,300,Ships in 14 - 16 work days,Lead time (imported),5,808,https://www.takealot.com/emergency-light-tube-with-usb-charging-for-night-market-stalls/PLID101826540,https://media.takealot.com/covers_images/17abcc82b340458fb21938e7d3ca1a29/s-pdpxl.file
90333371,Rainbow - Fleece Blanket 210x150cm - Warm Winter Throw,Rainbow Blankets,General Merchandise,218,,No live offer,16,829,https://www.takealot.com/rainbow-fleece-blanket-210x150cm-warm-winter-throw/PLID90333371,https://media.takealot.com/covers_images/943e6dd9dde749a7a84ab6f2152304e8/s-pdpxl.file
101193985,P9 Pro Max Over-Ear Headphones Wireless Bluetooth Headset HiFi Deep Bass,,Electronics,390,,No live offer,9,477,https://www.takealot.com/p9-pro-max-over-ear-headphones-wireless-bluetooth-headset-hifi-d/PLID101193985,https://media.takealot.com/covers_images/83ba8bf7c7874cb4a1ae2fc18a20ec30/s-pdpxl.file
98283945,BasicX 12V 7-Pin Trailer Plug and Socket Tester - Circuit Light Test Tool,,Home & Kitchen,358,In stock,In stock (fast),5,1919,https://www.takealot.com/basicx-12v-7-pin-trailer-plug-and-socket-tester-circuit-light-te/PLID98283945,https://media.takealot.com/covers_images/e4f1834ef4014c5b9906ed986cb4e842/s-pdpxl.file
101974039,Vintage European Golden Desk Lamp Ornament,,Home & Kitchen,472,Ships in 14 - 16 work days,Lead time (imported),5,512,https://www.takealot.com/vintage-european-golden-desk-lamp-ornament/PLID101974039,https://media.takealot.com/covers_images/d81645e263874f2c94588349cf6ffcbd/s-pdpxl.file
102111133,"6-Pack Ice Silk Women's Panties, Antibacterial Seamless Breathable Briefs",,Home & Kitchen,419,Ships in 14 - 16 work days,Lead time (imported),8,2600,https://www.takealot.com/6-pack-ice-silk-women-s-panties-antibacterial-seamless-breathabl/PLID102111133,https://media.takealot.com/covers_images/765caaaf54614890ba9fcdd2823c8bd7/s-pdpxl.file
102108784,Kalimba 17 Keys Finger Piano Set for Kids,,Toys & Games,386,Ships in 14 - 16 work days,Lead time (imported),5,824,https://www.takealot.com/kalimba-17-keys-finger-piano-set-for-kids/PLID102108784,https://media.takealot.com/covers_images/458451d09ff44a05b8b6b4c526a52b78/s-pdpxl.file
98559275,Slim Dedicated Vertical Stand Compatible with PS5 / PS5 Slim Console,,Pet Supplies,168,In stock,In stock (fast),5,955,https://www.takealot.com/slim-dedicated-vertical-stand-compatible-with-ps5-ps5-slim-conso/PLID98559275,https://media.takealot.com/covers_images/fbef6fe8383543519021eab63259760a/s-pdpxl.file
101536475,Evident Security Packaging Tape Voidopen Tamper Resistant Box,,Stationery & Office,298,Ships in 14 - 16 work days,Lead time (imported),9,1135,https://www.takealot.com/evident-security-packaging-tape-voidopen-tamper-resistant-box/PLID101536475,https://media.takealot.com/covers_images/f0ab44d85ced4390b59951d83620e735/s-pdpxl.file
98314691,"Dell Pro 27 Plus P2725QE 27"" | 3840x2160 | 4K UHD IPS LED USB-C Hub Monitor",Dell,Electronics,10011,Ships in 4 - 6 work days,Lead time (imported),10,4917,https://www.takealot.com/dell-pro-27-plus-p2725qe-27-3840x2160-4k-uhd-ips-led-usb-c-hub-m/PLID98314691,https://media.takealot.com/covers_images/f860bd175faa4becae7799bd8562905e/s-pdpxl.file
91294598,K-Brand - Tee Galv Reducing 50X40mm,K-BRAND,General Merchandise,166,Ships in 4 - 6 work days,Lead time (imported),1,93,https://www.takealot.com/k-brand-tee-galv-reducing-50x40mm/PLID91294598,https://media.takealot.com/covers_images/241c23420199428cb4eecf051c0d2c00/s-pdpxl.file
101305641,9CR6-150310 Relay for MOTO 450 550 625,,General Merchandise,524,Ships in 14 - 16 work days,Lead time (imported),6,707,https://www.takealot.com/9cr6-150310-relay-for-moto-450-550-625/PLID101305641,https://media.takealot.com/covers_images/8d08e4bfdcb14ec6b2391de7b8cbcf0a/s-pdpxl.file
95333212,3-Piece Travel 28-Inch Luggage Suitcase Bag Set - Stylis,Begin Again,Fashion,1499,,No live offer,61,1161,https://www.takealot.com/3-piece-travel-28-inch-luggage-suitcase-bag-set-stylis/PLID95333212,https://media.takealot.com/covers_images/d2f357d5fba64439ad0aa8d857a561c9/s-pdpxl.file
95920598,Galaxia 3 Piece Durable ABS Hardshell Trolley Luggage Set -Black,GALAXIA,General Merchandise,1686,Supplier out of stock,Other,6,2033,https://www.takealot.com/galaxia-3-piece-durable-abs-hardshell-trolley-luggage-set-black/PLID95920598,https://media.takealot.com/covers_images/697f7e331aa847daadeed7bb83bb482e/s-pdpxl.file
94493919,Set of 2 High Back Mesh Office Chairs -B2308,,Home & Kitchen,5995,Ships in 5 - 7 work days,Lead time (imported),4,1620,https://www.takealot.com/set-of-2-high-back-mesh-office-chairs-b2308/PLID94493919,https://media.takealot.com/covers_images/9bbdf4db0de94d8fb5f89966bd307dfa/s-pdpxl.file
95850867,Aluminum Alloy Camping Folding Rollway Stretcher bed,,Sport & Outdoor,899,In stock,In stock (fast),7,1312,https://www.takealot.com/aluminum-alloy-camping-folding-rollway-stretcher-bed/PLID95850867,https://media.takealot.com/covers_images/622588a97dbe4310a33b4681dbf502ba/s-pdpxl.file
95281362,UltimateGuard 1-piece UBK Suitcase 70 cm with Keyring,,General Merchandise,1999,,No live offer,21,470,https://www.takealot.com/ultimateguard-1-piece-ubk-suitcase-70-cm-with-keyring/PLID95281362,https://media.takealot.com/covers_images/9af3671d8ec14acc899000cceedd9dec/s-pdpxl.file
95107628,120W Multi Port High Quality Charging Station -6 Ports,,General Merchandise,650,In stock,In stock (fast),1,449,https://www.takealot.com/120w-multi-port-high-quality-charging-station-6-ports/PLID95107628,https://media.takealot.com/covers_images/aef87cb64a7640a98bed38ad7e201ef2/s-pdpxl.file
100756053,"Women's Genuine Leather Top Handle Bag, Casual Crossbody Shoulder Purse",,Fashion,820,,No live offer,12,541,https://www.takealot.com/women-s-genuine-leather-top-handle-bag-casual-crossbody-shoulder/PLID100756053,https://media.takealot.com/covers_images/5da6c61c00d9454980f273e5acc6c54d/s-pdpxl.file
53185764,Tork Craft Number Punch Set 10mm (0-9mm) Black Finish,Tork Craft,General Merchandise,285,Ships in 4 - 6 work days,Lead time (imported),5,310,https://www.takealot.com/tork-craft-number-punch-set-10mm-0-9mm-black-finish/PLID53185764,https://media.takealot.com/covers_tsins/56163872/56163872-1-pdpxl.jpeg
100233318,Hisense 43 Inch A6Q UHD Smart LED TV,Hisense,Electronics,4998,In stock,In stock (fast),5,2840,https://www.takealot.com/hisense-43-inch-a6q-uhd-smart-led-tv/PLID100233318,https://media.takealot.com/covers_images/1effa0f174aa45878eacbe4475b71ff7/s-pdpxl.file
95796122,Multi Functional Double-Layer C-Shaped Small Coffee Table,,Home & Kitchen,342,,No live offer,11,852,https://www.takealot.com/multi-functional-double-layer-c-shaped-small-coffee-table/PLID95796122,https://media.takealot.com/covers_images/6215ecd8816246f6ab215f22a29b434d/s-pdpxl.file
100686431,Women Faux Leather Belt - Gold Buckle for Jeans Dress Cinch,,Fashion,288,Ships in 14 - 16 work days,Lead time (imported),5,771,https://www.takealot.com/women-faux-leather-belt-gold-buckle-for-jeans-dress-cinch/PLID100686431,https://media.takealot.com/covers_images/8da24b91b9814702a465dfc02299e96b/s-pdpxl.file
101352330,6pcs HSS Screw Extractor Set - Remove Damaged Bolts & Studs Easily,,General Merchandise,302,Ships in 14 - 16 work days,Lead time (imported),5,588,https://www.takealot.com/6pcs-hss-screw-extractor-set-remove-damaged-bolts-studs-easily/PLID101352330,https://media.takealot.com/covers_images/635138b9b08b4931b7768a5fa78a180c/s-pdpxl.file
90285355,Flange Galv Ff Screwed T/D 150mm,,General Merchandise,911,Ships in 5 - 7 work days,Lead time (imported),1,171,https://www.takealot.com/flange-galv-ff-screwed-t-d-150mm/PLID90285355,https://media.takealot.com/covers_images/cd1605260a914918b74600ceade395ea/s-pdpxl.file
71893404,Pot set 7 Piece Cast Iron Grooved Lid,,Home & Kitchen,986,,No live offer,6,465,https://www.takealot.com/pot-set-7-piece-cast-iron-grooved-lid/PLID71893404,https://media.takealot.com/covers_images/30f40f9c98d24a6e9622958712b9926f/s-pdpxl.file
101825894,"10A Terminal Block Strip, 50Pcs Flame Retardant Wire Connector",,Toys & Games,300,Ships in 14 - 16 work days,Lead time (imported),5,543,https://www.takealot.com/10a-terminal-block-strip-50pcs-flame-retardant-wire-connector/PLID101825894,https://media.takealot.com/covers_images/c17cd752c3fe459d8df2a935b42534a6/s-pdpxl.file
90280989,"GOF Furniture - Kuhn Bar Stool, White",GOF Furniture,Home & Kitchen,995,Ships in 5 - 7 work days,Lead time (imported),3,559,https://www.takealot.com/gof-furniture-kuhn-bar-stool-white/PLID90280989,https://media.takealot.com/covers_images/e6ae6337e91f4785bc6ef10fccddcf74/s-pdpxl.file
101371735,Screwdriver Bit Holder Double Ended Quick Release 1/4 Inch Hex Adapter,,Electronics,300,Ships in 14 - 16 work days,Lead time (imported),5,1115,https://www.takealot.com/screwdriver-bit-holder-double-ended-quick-release-1-4-inch-hex-a/PLID101371735,https://media.takealot.com/covers_images/3398b1288aff417fac0e315ca78e1e80/s-pdpxl.file
97471752,Platinum 360 Degree Cordless Electric Glass Kettle Transparent 1.7L,Platinum,Home & Kitchen,527,Ships in 3 - 5 work days,Lead time (imported),5,342,https://www.takealot.com/platinum-360-degree-cordless-electric-glass-kettle-transparent-1/PLID97471752,https://media.takealot.com/covers_images/9c83032ca88f4e0f9cb2d78f71cfa5cf/s-pdpxl.file
101501611,Handmade Beaded Phone Lanyard Anti-Skid Wrist Strap,,Electronics,331,Ships in 14 - 16 work days,Lead time (imported),7,717,https://www.takealot.com/handmade-beaded-phone-lanyard-anti-skid-wrist-strap/PLID101501611,https://media.takealot.com/covers_images/e0aa9d73b4594227ba606a89df89c8b6/s-pdpxl.file
91296891,Pulse - Waste Bath-Sink Brass Cp 40mm,Pulse,Stationery & Office,199,Ships in 4 - 6 work days,Lead time (imported),1,97,https://www.takealot.com/pulse-waste-bath-sink-brass-cp-40mm/PLID91296891,https://media.takealot.com/covers_images/34a9d3020de349899d4d395c1fb546aa/s-pdpxl.file
54525748,Mooistar Set of 3 PU Leather Travel Suitcases Luggage 28'24'25'inch-Coffee,,General Merchandise,2500,In stock,In stock (fast),5,335,https://www.takealot.com/mooistar-set-of-3-pu-leather-travel-suitcases-luggage-28-24-25-i/PLID54525748,https://media.takealot.com/covers_tsins/57557570/57557570-1-pdpxl.jpeg
102005988,24pcs Cartoon Dragon Packets for Chinese Year Versatile Money Envelopes,,General Merchandise,380,Ships in 14 - 16 work days,Lead time (imported),9,727,https://www.takealot.com/24pcs-cartoon-dragon-packets-for-chinese-year-versatile-money-en/PLID102005988,https://media.takealot.com/covers_images/a8ca638f2e4b4c5c958e1a567abd5b77/s-pdpxl.file
98876763,Enzo professional Hair Curler and Straightener,ENZO Professional,Beauty & Health,899,In stock,In stock (fast),5,499,https://www.takealot.com/enzo-professional-hair-curler-and-straightener/PLID98876763,https://media.takealot.com/covers_images/2705c90f73e742f79010917cc95bb4ea/s-pdpxl.file
101697522,Portable Kids English Learning Laptop Toy with Keyboard,,Electronics,486,,No live offer,6,583,https://www.takealot.com/portable-kids-english-learning-laptop-toy-with-keyboard/PLID101697522,https://media.takealot.com/covers_images/65d8909cb4c746358added49288b439d/s-pdpxl.file
100790167,Fishing Line Winder Spooler Line Winder Fishing Tool Accessories,,Sport & Outdoor,737,Ships in 14 - 16 work days,Lead time (imported),6,883,https://www.takealot.com/fishing-line-winder-spooler-line-winder-fishing-tool-accessories/PLID100790167,https://media.takealot.com/covers_images/0a6c10d9bc754b6e869f98e9cc6e6564/s-pdpxl.file
55076208,"Battery for RV510, RV511, NP300E5C, AA-PB9NS6B, NP270E5E & R51",,General Merchandise,521,In stock,In stock (fast),1,2585,https://www.takealot.com/battery-for-rv510-rv511-np300e5c-aa-pb9ns6b-np270e5e-r51/PLID55076208,https://media.takealot.com/covers_tsins/58154470/58154470-1-pdpxl.jpeg
100559806,Electronic Watch Male Student 2025 New Trendy Fashion Silicone Tape Electro,,Fashion,611,,No live offer,10,330,https://www.takealot.com/electronic-watch-male-student-2025-new-trendy-fashion-silicone-t/PLID100559806,https://media.takealot.com/covers_images/faf84b5daa934752842a7913d3e1bccc/s-pdpxl.file
90378478,Festool - Machine/Tool Head Hw Coarse-Rg 80 769056,Festool,Tools & DIY,6660,Ships in 5 - 7 work days,Lead time (imported),1,121,https://www.takealot.com/festool-machine-tool-head-hw-coarse-rg-80-769056/PLID90378478,https://media.takealot.com/covers_images/2079e493d9a4481282bef898fb308ad6/s-pdpxl.file
73309393,Dmart Artificial Grass - 25mm 25mx2m,Dmart,General Merchandise,4789,Ships in 5 - 7 work days,Lead time (imported),2,609,https://www.takealot.com/dmart-artificial-grass-25mm-25mx2m/PLID73309393,https://media.takealot.com/covers_images/36dbb1665d7c4f9c9e5bc84d1b113179/s-pdpxl.file
92967584,10 Pieces Ceramic Non-Stick Light Weighted Pots,,Home & Kitchen,1249,,No live offer,6,242,https://www.takealot.com/10-pieces-ceramic-non-stick-light-weighted-pots/PLID92967584,https://media.takealot.com/covers_images/13c24131f471475886287e7e89fe3c7e/s-pdpxl.file
101382037,Heavy Duty Resistance Band Handles: Cable Machine Attachments Exercises,,Electronics,259,In stock,In stock (fast),5,455,https://www.takealot.com/heavy-duty-resistance-band-handles-cable-machine-attachments-exe/PLID101382037,https://media.takealot.com/covers_images/9a92c8e5b64c4f6a8636ae69bb6c849f/s-pdpxl.file
